year,month,day,hour,solar_radiation,wind_speed,demand,temperature,price
2014,3,15,13,3.01,4.1,3054,18.2,12240
2014,3,15,14,2.82,4.5,2920,18.1,12240
2014,3,15,15,2.53,4,2801,18.4,12240
2014,3,15,16,2.16,4.4,2796,17.8,12240
2014,3,15,17,1.34,3.5,2866,17.8,12240
2014,3,15,18,0.64,3.2,3168,17.4,12240
2014,3,15,19,0.08,2.2,3466,17,12240
2014,3,15,20,0,1.4,3465,16.3,12240
2014,3,15,21,0,2.2,3411,16.1,12240
2014,3,15,22,0,2.3,3281,16,12240
2014,3,15,23,0,2.4,3099,15.9,12240
2014,3,15,24,0,2.1,2891,15.8,12240
2014,3,16,1,0,1.9,2695,15.9,12240
2014,3,16,2,0,2.5,2599,16,12240
2014,3,16,3,0,1.7,2567,15.6,12240
2014,3,16,4,0,1.5,2538,15.7,12240
2014,3,16,5,0,2.8,2566,16.2,12240
2014,3,16,6,0,2.1,2738,15.9,12240
2014,3,16,7,0.01,2.8,3063,16.1,12240
2014,3,16,8,0.28,2.2,3328,17.1,12240
2014,3,16,9,0.98,2.4,3533,19,12240
2014,3,16,10,1.5,2.6,3605,19.8,12240
2014,3,16,11,1.74,3.6,3491,19.9,12240
2014,3,16,12,2.12,3.1,3410,20.3,12240
2014,3,16,13,1.09,3,3180,20.2,12240
2014,3,16,14,1.22,3.3,3349,21,12240
2014,3,16,15,1.26,3,3379,20.6,12240
2014,3,16,16,0.34,4.1,3387,19.5,12240
2014,3,16,17,0.41,4.9,3497,19.6,12240
2014,3,16,18,0.3,4.1,3622,19.4,12240
2014,3,16,19,0.05,3.5,3683,19,12240
2014,3,16,20,0,3.2,3573,18.8,12240
2014,3,16,21,0,3.6,3465,18.4,12240
2014,3,16,22,0,3.6,3310,18,12240
2014,3,16,23,0,3.1,3226,17.9,12240
2014,3,16,24,0,3.7,3020,17.5,12240
2014,3,17,1,0,2.6,2782,17.4,12240
2014,3,17,2,0,2,2667,17.3,12240
2014,3,17,3,0,2.5,2619,17.4,12240
2014,3,17,4,0,3.1,2600,17.4,12240
2014,3,17,5,0,2.9,2614,17.4,12240
2014,3,17,6,0,2.7,2732,17.4,12240
2014,3,17,7,0.01,2.9,2939,18,12240
2014,3,17,8,0.19,3.6,3069,19,12240
2014,3,17,9,0.53,3.3,3157,20.1,12240
2014,3,17,10,1.58,5.3,3227,20.6,12240
2014,3,17,11,1.73,4.6,3184,21.5,12240
2014,3,17,12,2.05,4.6,3154,21.6,12240
2014,3,17,13,2.27,3.8,2970,22.1,12240
2014,3,17,14,2.74,3.6,3102,23,12240
2014,3,17,15,1.81,4.2,3078,22.4,12240
2014,3,17,16,2.13,4.2,3061,22.5,12240
2014,3,17,17,1.3,3.9,3116,21.7,12240
2014,3,17,18,0.55,3.3,3202,21.1,12240
2014,3,17,19,0.08,2.8,3386,20.1,12240
2014,3,17,20,0,2.5,3300,19.6,12240
2014,3,17,21,0,2.7,3190,19.5,12240
2014,3,17,22,0,3.6,3080,19.8,12240
2014,3,17,23,0,3.7,3014,20.1,12240
2014,3,17,24,0,3.8,2848,20.1,12240
2014,3,18,1,0,4.3,2651,20.3,12240
2014,3,18,2,0,4.2,2572,20.4,12240
2014,3,18,3,0,3.6,2541,20.3,12240
2014,3,18,4,0,3.2,2517,20,12240
2014,3,18,5,0,3.3,2522,19.9,12240
2014,3,18,6,0,3.6,2614,19.9,12240
2014,3,18,7,0.01,2.7,2810,19.7,12240
2014,3,18,8,0.22,4.4,2971,20.5,12240
2014,3,18,9,0.85,5,3088,22.1,12240
2014,3,18,10,1.45,4.6,3164,22.5,12240
2014,3,18,11,2.1,5,3088,23.9,12240
2014,3,18,12,2.99,4.4,3066,23.9,12240
2014,3,18,13,2.95,4.5,2900,23.9,12240
2014,3,18,14,2.64,3.7,3089,23.9,12240
2014,3,18,15,2.69,4,3104,24.4,12240
2014,3,18,16,1.92,4.2,3092,24,12240
2014,3,18,17,1.25,3.4,3141,23,12240
2014,3,18,18,0.49,3.5,3232,22.2,12240
2014,3,18,19,0.06,2.2,3369,21.4,12240
2014,3,18,20,0,2.3,3288,21,12240
2014,3,18,21,0,1.9,3175,21,12240
2014,3,18,22,0,2.1,3059,20.6,12240
2014,3,18,23,0,2.3,3001,20.4,12240
2014,3,18,24,0,2.6,2832,20.5,12240
2014,3,19,1,0,2.2,2636,20.5,12240
2014,3,19,2,0,2.6,2541,20.4,12240
2014,3,19,3,0,3.2,2524,20.3,12240
2014,3,19,4,0,3.5,2506,20.4,12240
2014,3,19,5,0,3.6,2510,20.4,12240
2014,3,19,6,0,3,2588,20.4,12240
2014,3,19,7,0.01,3.1,2791,20.3,12240
2014,3,19,8,0.14,2.6,3029,20.8,12240
2014,3,19,9,0.59,3.9,3236,21.7,12240
2014,3,19,10,1.03,4.3,3371,22.4,12240
2014,3,19,11,1.86,5.2,3320,23.4,12240
2014,3,19,12,2.54,5.6,3325,23.8,12240
2014,3,19,13,1.93,5.1,3182,23.4,12240
2014,3,19,14,1.92,6.4,3390,23.3,12240
2014,3,19,15,1.89,6,3409,23.4,12240
2014,3,19,16,1.85,5.6,3400,23.3,12240
2014,3,19,17,0.98,5.7,3450,22.5,12240
2014,3,19,18,0.66,4.2,3466,22,12240
2014,3,19,19,0.1,3.6,3552,21.4,12240
2014,3,19,20,0,3.4,3434,21.1,12240
2014,3,19,21,0,3.7,3314,20.9,12240
2014,3,19,22,0,3.5,3171,20.9,12240
2014,3,19,23,0,3.3,3104,20.7,12240
2014,3,19,24,0,3.3,2913,20.9,12240
2014,3,20,1,0,3.6,2701,20.8,12240
2014,3,20,2,0,4.1,2600,20.7,12240
2014,3,20,3,0,3.1,2558,20.3,12240
2014,3,20,4,0,2.5,2543,20.2,12240
2014,3,20,5,0,2.5,2548,20.2,12240
2014,3,20,6,0,2.3,2630,20.2,12240
2014,3,20,7,0.01,3.9,2822,20,12240
2014,3,20,8,0.3,3.8,3029,21.2,12240
2014,3,20,9,0.94,4.2,3250,22.4,12240
2014,3,20,10,1.4,4.3,3393,22.8,12240
2014,3,20,11,2.37,4.3,3347,23.5,12240
2014,3,20,12,1.15,4.4,3263,21,12240
2014,3,20,13,0.97,5.5,3056,21.1,12240
2014,3,20,14,1.84,6.7,3175,21.8,12240
2014,3,20,15,1.7,7.5,3209,20.5,12240
2014,3,20,16,0.42,8.1,3194,19.8,12240
2014,3,20,17,0.21,7.5,3255,19,12240
2014,3,20,18,0.06,7.9,3342,18.1,12240
2014,3,20,19,0.01,6.6,3439,17.9,12240
2014,3,20,20,0,8,3357,17.5,12240
2014,3,20,21,0,9.5,3256,16.6,12240
2014,3,20,22,0,8.4,3126,16.7,12240
2014,3,20,23,0,7.3,3083,16.6,12240
2014,3,20,24,0,8.6,2912,16.3,12240
2014,3,21,1,0,8.2,2713,16.1,12240
2014,3,21,2,0,8.2,2596,15.6,12240
2014,3,21,3,0,8.3,2541,15.4,12240
2014,3,21,4,0,7.7,2514,15.2,12240
2014,3,21,5,0,7.2,2496,15,12240
2014,3,21,6,0,7.1,2513,14.8,12240
2014,3,21,7,0,7.5,2574,14.7,12240
2014,3,21,8,0.05,6.8,2701,14.8,12240
2014,3,21,9,0.07,5.8,2906,15.1,12240
2014,3,21,10,0.3,7.8,2996,15.3,12240
2014,3,21,11,0.5,6.6,3008,15.4,12240
2014,3,21,12,0.9,7.5,3015,15.5,12240
2014,3,21,13,1.12,7,2915,15.6,12240
2014,3,21,14,0.64,6.9,2836,15.9,12240
2014,3,21,15,1.75,7.7,2810,16.4,12240
2014,3,21,16,1.88,7.5,2790,16.3,12240
2014,3,21,17,0.96,8.7,2853,15.7,12240
2014,3,21,18,0.64,8.1,3035,15.7,12240
2014,3,21,19,0.06,6.6,3297,15.4,12240
2014,3,21,20,0,6.2,3279,15.5,12240
2014,3,21,21,0,6.3,3220,15.6,12240
2014,3,21,22,0,5.6,3087,15.7,12240
2014,3,21,23,0,5.8,2941,15.7,12240
2014,3,21,24,0,5.1,2785,15.7,12240
2014,3,22,1,0,3.9,2606,15.8,12240
2014,3,22,2,0,3.6,2511,15.5,12240
2014,3,22,3,0,3,2464,15.2,12240
2014,3,22,4,0,3.2,2439,15,12240
2014,3,22,5,0,4.1,2422,15.2,12240
2014,3,22,6,0,3.9,2448,15.1,12240
2014,3,22,7,0.01,3.5,2480,15.2,12240
2014,3,22,8,0.3,4.4,2565,16.1,12240
2014,3,22,9,1.09,5.1,2666,16.9,12240
2014,3,22,10,1.03,5.7,2717,17.4,12240
2014,3,22,11,1.83,6.1,2671,18.1,12240
2014,3,22,12,2.83,6.1,2629,18.8,12240
2014,3,22,13,2.72,6.2,2597,18.9,12240
2014,3,22,14,2.88,6.7,2538,19,12240
2014,3,22,15,2.66,5.9,2554,18.8,12240
2014,3,22,16,1.95,5.7,2565,18.5,12240
2014,3,22,17,1.41,5.8,2615,18.9,12240
2014,3,22,18,0.62,5.4,2853,18,12240
2014,3,22,19,0.11,3.9,3119,17.4,12240
2014,3,22,20,0,3.8,3114,17.1,12240
2014,3,22,21,0,3.7,3057,17.1,12240
2014,3,22,22,0,3.3,2936,16.9,12240
2014,3,22,23,0,3.6,2766,17,12240
2014,3,22,24,0,3.6,2609,17.2,12240
2014,3,23,1,0,3.7,2445,17.5,12240
2014,3,23,2,0,2.3,2359,17.2,12240
2014,3,23,3,0,1.9,2356,16.5,12240
2014,3,23,4,0,2.9,2371,16.8,12240
2014,3,23,5,0,4.4,2417,17.2,12240
2014,3,23,6,0,3.8,2548,16.9,12240
2014,3,23,7,0.02,2.8,2767,17,12240
2014,3,23,8,0.28,2.6,2932,18,12240
2014,3,23,9,1.15,5.4,3093,19.7,12240
2014,3,23,10,1.14,5.5,3211,19.1,12240
2014,3,23,11,1.29,6.4,3191,19.2,12240
2014,3,23,12,0.95,4.9,3191,19.5,12240
2014,3,23,13,2.81,6.2,3100,20.7,12240
2014,3,23,14,3.1,6.9,3246,20.7,12240
2014,3,23,15,2.9,6.1,3220,21,12240
2014,3,23,16,2.38,6.3,3224,20.6,12240
2014,3,23,17,1.62,6.4,3305,20.3,12240
2014,3,23,18,0.8,4.9,3456,19.8,12240
2014,3,23,19,0.14,4.9,3636,19,12240
2014,3,23,20,0,4.2,3578,18.9,12240
2014,3,23,21,0,3.3,3497,18.7,12240
2014,3,23,22,0,4.4,3390,18.6,12240
2014,3,23,23,0,3.7,3320,18.5,12240
2014,3,23,24,0,3.4,3134,18.1,12240
2014,3,24,1,0,4.5,2901,18.5,12240
2014,3,24,2,0,3.8,2789,18,12240
2014,3,24,3,0,3.2,2732,17.6,12240
2014,3,24,4,0,2.4,2709,17.4,12240
2014,3,24,5,0,2.3,2731,18.1,12240
2014,3,24,6,0,3.7,2857,17.8,12240
2014,3,24,7,0.02,3.5,3126,17.3,12240
2014,3,24,8,0.39,2.9,3297,18.6,12240
2014,3,24,9,1.16,4,3433,20.3,12240
2014,3,24,10,1.3,3.7,3482,20.7,12240
2014,3,24,11,1.34,4.3,3408,21.1,12240
2014,3,24,12,1.47,3.2,3371,20.7,12240
2014,3,24,13,2.38,5.9,3170,22.8,12240
2014,3,24,14,3.2,5.8,3313,22.8,12240
2014,3,24,15,1.19,5,3319,21.6,12240
2014,3,24,16,1.16,6.6,3291,21.4,12240
2014,3,24,17,0.9,5.5,3390,21.1,12240
2014,3,24,18,0.58,4.6,3516,20.8,12240
2014,3,24,19,0.11,4.7,3755,20.3,12240
2014,3,24,20,0,4.3,3718,19.9,12240
2014,3,24,21,0,4.1,3638,19.7,12240
2014,3,24,22,0,4.7,3530,19.7,12240
2014,3,24,23,0,4.1,3430,19.9,12240
2014,3,24,24,0,3.3,3221,19.9,12240
2014,3,25,1,0,4,2968,20,12240
2014,3,25,2,0,3.5,2846,19.9,12240
2014,3,25,3,0,3.4,2791,19.9,12240
2014,3,25,4,0,2.8,2740,19.5,12240
2014,3,25,5,0,2.7,2744,19.5,12240
2014,3,25,6,0,2.8,2882,19.3,12240
2014,3,25,7,0.02,2.8,3144,19,12240
2014,3,25,8,0.34,2.7,3302,20.6,12240
2014,3,25,9,1.23,4.6,3429,21.9,12240
2014,3,25,10,1.84,4.7,3506,22.7,12240
2014,3,25,11,2.5,4.5,3436,22.8,12240
2014,3,25,12,2.69,4.4,3388,23.4,12240
2014,3,25,13,2.81,3.8,3179,23.7,12240
2014,3,25,14,1.96,3.9,3276,23.3,12240
2014,3,25,15,2.83,5.3,3260,24.2,12240
2014,3,25,16,2.48,4.2,3264,24,12240
2014,3,25,17,1.88,3.3,3337,23.5,12240
2014,3,25,18,1.02,3.9,3457,22.2,12240
2014,3,25,19,0.17,2.7,3718,21.2,12240
2014,3,25,20,0,1.8,3689,20.5,12240
2014,3,25,21,0,2.3,3611,20.4,12240
2014,3,25,22,0,2.4,3508,20.5,12240
2014,3,25,23,0,2.2,3407,20.8,12240
2014,3,25,24,0,2.5,3204,20.9,12240
2014,3,26,1,0,2.8,2956,21.1,12240
2014,3,26,2,0,3.8,2832,20.8,12240
2014,3,26,3,0,3.2,2770,21,12240
2014,3,26,4,0,2.7,2734,21,12240
2014,3,26,5,0,2.8,2741,21.1,12240
2014,3,26,6,0,3.3,2884,21.2,12240
2014,3,26,7,0.01,3.9,3136,21.2,12240
2014,3,26,8,0.21,3.3,3305,21.8,12240
2014,3,26,9,0.59,4.5,3438,22.7,12240
2014,3,26,10,1.51,5.4,3505,24,12240
2014,3,26,11,2.21,5,3440,24.9,12240
2014,3,26,12,3.12,7.2,3381,25.1,12240
2014,3,26,13,2.7,5.5,3163,25.7,12240
2014,3,26,14,1.68,5.5,3269,25.1,12240
2014,3,26,15,1.73,4.6,3225,24.5,12240
2014,3,26,16,0.97,5.6,3190,24,12240
2014,3,26,17,0.72,3.6,3247,23.7,12240
2014,3,26,18,0.31,3.1,3348,23.1,12240
2014,3,26,19,0.07,3.8,3596,22.5,12240
2014,3,26,20,0,2.6,3558,22.2,12240
2014,3,26,21,0,2.5,3470,22.2,12240
2014,3,26,22,0,3,3360,22.1,12240
2014,3,26,23,0,2.3,3291,22.2,12240
2014,3,26,24,0,1.4,3106,21.8,12240
2014,3,27,1,0,1.1,2886,22,12240
2014,3,27,2,0,0.9,2779,21.9,12240
2014,3,27,3,0,0.6,2730,22.1,12240
2014,3,27,4,0,1.8,2696,22,12240
2014,3,27,5,0,1.9,2713,21.9,12240
2014,3,27,6,0,1.7,2839,21.9,12240
2014,3,27,7,0,0.7,3053,21.8,12240
2014,3,27,8,0.05,0.8,3177,21.8,12240
2014,3,27,9,0.28,1.7,3288,22.1,12240
2014,3,27,10,0.67,4.3,3338,21.5,12240
2014,3,27,11,0.13,5.4,3267,20.3,12240
2014,3,27,12,0.11,2.6,3207,19.9,12240
2014,3,27,13,0.18,4.2,2999,19.8,12240
2014,3,27,14,0.17,3.1,3104,20.2,12240
2014,3,27,15,0.38,2.7,3072,20.5,12240
2014,3,27,16,0.39,2.6,3043,20.7,12240
2014,3,27,17,0.59,3.6,3068,21.1,12240
2014,3,27,18,0.18,2.4,3113,20.8,12240
2014,3,27,19,0.03,1.9,3315,20.7,12240
2014,3,27,20,0,3.6,3274,20.6,12240
2014,3,27,21,0,2.3,3191,20.7,12240
2014,3,27,22,0,1.6,3092,20.6,12240
2014,3,27,23,0,2.5,3065,20.5,12240
2014,3,27,24,0,0.8,2898,20.4,12240
2014,3,28,1,0,2.2,2708,20,12240
2014,3,28,2,0,2.1,2611,20,12240
2014,3,28,3,0,1.4,2568,20,12240
2014,3,28,4,0,1,2538,19.7,12240
2014,3,28,5,0,1.7,2533,19.8,12240
2014,3,28,6,0,2,2550,19.9,12240
2014,3,28,7,0.02,2.6,2604,20,12240
2014,3,28,8,0.47,2.7,2743,21.1,12240
2014,3,28,9,0.72,2.8,2961,21.9,12240
2014,3,28,10,1.15,3.3,3039,23,12240
2014,3,28,11,2,5,2936,23.9,12240
2014,3,28,12,2.65,5,2873,24.7,12240
2014,3,28,13,3.11,5.9,2740,24.5,12240
2014,3,28,14,2.65,4.7,2757,25.2,12240
2014,3,28,15,2.52,5.8,2748,24.6,12240
2014,3,28,16,2.14,5.2,2726,24.6,12240
2014,3,28,17,1.71,5.8,2749,24.3,12240
2014,3,28,18,0.92,5.8,2849,23.2,12240
2014,3,28,19,0.2,5.4,3077,22.2,12240
2014,3,28,20,0,5.5,3078,22,12240
2014,3,28,21,0,4.8,3004,22,12240
2014,3,28,22,0,4.4,2890,21.9,12240
2014,3,28,23,0,3.8,2788,22.1,12240
2014,3,28,24,0,4.4,2637,22,12240
2014,3,29,1,0,3.7,2472,22.1,12240
2014,3,29,2,0,3.9,2406,22.2,12240
2014,3,29,3,0,3.8,2375,22,12240
2014,3,29,4,0,3.6,2355,21.9,12240
2014,3,29,5,0,3.6,2341,22.3,12240
2014,3,29,6,0,3.3,2346,22.3,12240
2014,3,29,7,0.01,4.2,2345,22.3,12240
2014,3,29,8,0.29,4.6,2396,22.8,12240
2014,3,29,9,0.91,6.5,2517,23.5,12240
2014,3,29,10,1.58,7.1,2569,24.7,12240
2014,3,29,11,2.32,7.1,2612,25.3,12240
2014,3,29,12,2.95,8.7,2617,26.1,12240
2014,3,29,13,3.33,9,2658,26,12240
2014,3,29,14,3.34,8.5,2600,26.2,12240
2014,3,29,15,2.87,7.2,2614,25.9,12240
2014,3,29,16,2.36,6.3,2650,25.6,12240
2014,3,29,17,1.13,6.4,2712,24.4,12240
2014,3,29,18,0.33,5.9,2947,24,12240
2014,3,29,19,0.05,5.7,3099,23.7,12240
2014,3,29,20,0,3.9,3066,23.5,12240
2014,3,29,21,0,4.1,2987,23.4,12240
2014,3,29,22,0,4.9,2861,23.3,12240
2014,3,29,23,0,5.4,2724,23.3,12240
2014,3,29,24,0,6.5,2565,23.3,12240
2014,3,30,1,0,6.2,2404,23.3,12240
2014,3,30,2,0,2.9,2329,19.5,12240
2014,3,30,3,0,4.4,2325,20.5,12240
2014,3,30,4,0,3.8,2324,21.2,12240
2014,3,30,5,0,3.1,2355,21.9,12240
2014,3,30,6,0,4.7,2451,22.8,12240
2014,3,30,7,0.01,6.5,2595,21.1,12240
2014,3,30,8,0.14,5.9,2743,20.8,12240
2014,3,30,9,0.52,7.1,2907,21,12240
2014,3,30,10,1.2,6.6,3036,20.8,12240
2014,3,30,11,2.5,7.6,3040,21.2,12240
2014,3,30,12,2.82,6.6,3029,21.6,12240
2014,3,30,13,2.75,7.4,2871,22.5,12240
2014,3,30,14,2.99,7.9,3003,21.9,12240
2014,3,30,15,2.97,7.4,2994,21.9,12240
2014,3,30,16,2.41,6.4,2970,21.5,12240
2014,3,30,17,1.68,6.5,2994,21,12240
2014,3,30,18,0.85,6.1,3024,20.5,12240
2014,3,30,19,0.16,5.8,3204,20,12240
2014,3,30,20,0,4.2,3142,19.6,12240
2014,3,30,21,0,4.3,3048,19.4,12240
2014,3,30,22,0,4.1,2942,19.2,12240
2014,3,30,23,0,3.1,2911,18.9,12240
2014,3,30,24,0,4,2755,18.7,12240
2014,3,31,1,0,4.2,2574,18.5,12240
2014,3,31,2,0,4.1,2472,18.4,12240
2014,3,31,3,0,3.2,2448,18.3,12240
2014,3,31,4,0,3.2,2440,18.1,12240
2014,3,31,5,0,3.3,2446,18,12240
2014,3,31,6,0,2.7,2504,18.1,12240
2014,3,31,7,0.03,2.6,2599,18.3,12240
2014,3,31,8,0.38,3.2,2720,19.2,12240
2014,3,31,9,1.09,2.9,2862,20.2,12240
2014,3,31,10,1.75,3.1,2983,20.5,12240
2014,3,31,11,2.2,2.8,2978,21.6,12240
2014,3,31,12,1.47,3,2977,21.4,12240
2014,3,31,13,1.54,5.9,2821,21,12240
2014,3,31,14,0.83,3.6,2947,21.2,12240
2014,3,31,15,1.54,4.2,2937,21.8,12240
2014,3,31,16,1.29,4.7,2929,21.6,12240
2014,3,31,17,1.1,4.7,2957,21.1,12240
2014,3,31,18,0.58,5.4,2976,20.9,12240
2014,3,31,19,0.06,4,3153,20.5,12240
2014,3,31,20,0,3.7,3103,20.5,12240
2014,3,31,21,0,4.1,3005,20.5,12240
2014,3,31,22,0,3.6,2898,20.6,12240
2014,3,31,23,0,4,2863,20.8,12240
2014,3,31,24,0,4,2702,20.6,12240
2014,4,1,1,0,4.5,2505,20.4,12240
2014,4,1,2,0,3.3,2409,20,12240
2014,4,1,3,0,2.8,2392,20.4,12240
2014,4,1,4,0,2.4,2383,20.7,12240
2014,4,1,5,0,4.2,2381,21.2,12240
2014,4,1,6,0,2.9,2428,21.7,12240
2014,4,1,7,0.01,2.8,2556,22.1,12240
2014,4,1,8,0.16,4.8,2744,22.2,12240
2014,4,1,9,0.28,6.1,2920,22.4,12240
2014,4,1,10,1,3.7,3071,22.5,12240
2014,4,1,11,2.56,3.9,3090,22.8,12240
2014,4,1,12,2.93,4.1,3074,23.4,12240
2014,4,1,13,3.31,4.4,2915,24,12240
2014,4,1,14,3.27,5.3,3064,23.6,12240
2014,4,1,15,3,4,3061,24.1,12240
2014,4,1,16,1.74,6.1,3050,23,12240
2014,4,1,17,1.07,6.2,3096,21.9,12240
2014,4,1,18,0.54,6.6,3189,21.3,12240
2014,4,1,19,0.16,4.8,3266,21.2,12240
2014,4,1,20,0,4.3,3189,21,12240
2014,4,1,21,0,3.6,3106,21.2,12240
2014,4,1,22,0,2.7,2998,21,12240
2014,4,1,23,0,2.5,2947,21,12240
2014,4,1,24,0,2.5,2769,20.5,12240
2014,4,2,1,0,2.9,2572,20.9,12240
2014,4,2,2,0,2.7,2475,20.5,12240
2014,4,2,3,0,2.3,2450,20.2,12240
2014,4,2,4,0,3,2438,20.1,12240
2014,4,2,5,0,2.2,2453,20,12240
2014,4,2,6,0,1.5,2546,20,12240
2014,4,2,7,0.04,1.2,2692,19.9,12240
2014,4,2,8,0.36,1.4,2847,20.9,12240
2014,4,2,9,0.64,2.8,2992,21.4,12240
2014,4,2,10,1.05,1.9,3105,21.8,12240
2014,4,2,11,1.05,2.5,3118,22.1,12240
2014,4,2,12,1.32,2.5,3053,22.2,12240
2014,4,2,13,2.41,2.3,2880,23.1,12240
2014,4,2,14,2.43,3,3022,23.4,12240
2014,4,2,15,2.01,3.7,3018,23.2,12240
2014,4,2,16,2.11,3.3,3006,23,12240
2014,4,2,17,1.4,2.5,3055,22.9,12240
2014,4,2,18,0.52,2.7,3108,22.4,12240
2014,4,2,19,0.07,2,3312,21.8,12240
2014,4,2,20,0,2.2,3271,21.4,12240
2014,4,2,21,0,1.7,3174,21.5,12240
2014,4,2,22,0,1.7,3062,21.4,12240
2014,4,2,23,0,1,3014,21.3,12240
2014,4,2,24,0,1.2,2830,21.2,12240
2014,4,3,1,0,1.3,2624,21.2,12240
2014,4,3,2,0,1.6,2532,21.1,12240
2014,4,3,3,0,1.2,2505,21.1,12240
2014,4,3,4,0,1.2,2487,21.2,12240
2014,4,3,5,0,1.9,2481,21.4,12240
2014,4,3,6,0,1.4,2539,20.9,12240
2014,4,3,7,0.02,2,2672,20.8,12240
2014,4,3,8,0.28,0.5,2834,21.6,12240
2014,4,3,9,0.54,1.9,2991,22.1,12240
2014,4,3,10,0.98,2.6,3121,22.8,12240
2014,4,3,11,1.6,3.3,3145,23.1,12240
2014,4,3,12,2.35,3.8,3178,24,12240
2014,4,3,13,3.34,4.3,3023,24.6,12240
2014,4,3,14,2.34,3.5,3152,24.4,12240
2014,4,3,15,2.35,4.3,3148,23.7,12240
2014,4,3,16,1.56,3.3,3108,24.1,12240
2014,4,3,17,1.26,4.5,3139,22.6,12240
2014,4,3,18,0.34,4.5,3187,22.1,12240
2014,4,3,19,0.03,4.7,3263,21.6,12240
2014,4,3,20,0,5.5,3171,20.2,12240
2014,4,3,21,0,5.6,3057,20.9,12240
2014,4,3,22,0,5.9,2922,20.6,12240
2014,4,3,23,0,5.7,2878,20.7,12240
2014,4,3,24,0,6.8,2732,20.6,12240
2014,4,4,1,0,6.7,2555,20.3,12240
2014,4,4,2,0,6.2,2466,19.9,12240
2014,4,4,3,0,6.1,2440,19.4,12240
2014,4,4,4,0,6.5,2419,19.4,12240
2014,4,4,5,0,6.3,2380,18.9,12240
2014,4,4,6,0,7.4,2360,18.6,12240
2014,4,4,7,0.01,7.2,2399,18.3,12240
2014,4,4,8,0.14,5.8,2573,18.4,12240
2014,4,4,9,0.35,7.1,2822,18.5,12240
2014,4,4,10,0.71,7.4,2975,18.4,12240
2014,4,4,11,0.61,5.8,2987,18.2,12240
2014,4,4,12,1.56,6.9,2967,19,12240
2014,4,4,13,2,7.1,2874,19.4,12240
2014,4,4,14,2.37,7.1,2888,19.7,12240
2014,4,4,15,2.88,5.7,2863,20,12240
2014,4,4,16,2.34,6.7,2836,19.1,12240
2014,4,4,17,1.51,6.1,2860,18.6,12240
2014,4,4,18,0.89,5.4,2981,18,12240
2014,4,4,19,0.17,4.9,3193,17.3,12240
2014,4,4,20,0,4,3166,16.9,12240
2014,4,4,21,0,3.6,3090,16.6,12240
2014,4,4,22,0,3.6,2953,16.5,12240
2014,4,4,23,0,3.2,2833,16.3,12240
2014,4,4,24,0,2.9,2672,16.2,12240
2014,4,5,1,0,3.1,2490,15.8,12240
2014,4,5,2,0,2.8,2391,15.7,12240
2014,4,5,3,0,2,2359,15.7,12240
2014,4,5,4,0,2.6,2332,15.5,12240
2014,4,5,5,0,2,2313,15.4,12240
2014,4,5,6,0,2.4,2304,15.4,12240
2014,4,5,7,0.04,2.1,2334,15.4,12240
2014,4,5,8,0.35,2.4,2460,16.6,12240
2014,4,5,9,0.89,3.8,2682,17.5,12240
2014,4,5,10,1.9,2.7,2840,18.3,12240
2014,4,5,11,2.67,3.9,2865,18.8,12240
2014,4,5,12,3.24,2.7,2866,19.1,12240
2014,4,5,13,3.45,2.7,2847,20.4,12240
2014,4,5,14,3.34,2.2,2830,20.7,12240
2014,4,5,15,3.03,2.6,2793,20.4,12240
2014,4,5,16,2.44,2.9,2810,19.8,12240
2014,4,5,17,1.7,3,2884,19.4,12240
2014,4,5,18,0.86,2.8,3090,19.2,12240
2014,4,5,19,0.18,2.5,3240,18.5,12240
2014,4,5,20,0,2.4,3194,18.2,12240
2014,4,5,21,0,2.6,3102,18.2,12240
2014,4,5,22,0,2.3,2978,17.9,12240
2014,4,5,23,0,1.9,2805,18,12240
2014,4,5,24,0,1.9,2626,17.8,12240
2014,4,6,1,0,2.6,2430,17.8,12240
2014,4,6,2,0,2.5,2341,17.5,12240
2014,4,6,3,0,3.1,2331,17.4,12240
2014,4,6,4,0,3,2322,17.4,12240
2014,4,6,5,0,2.7,2338,17.6,12240
2014,4,6,6,0,3.9,2419,17.8,12240
2014,4,6,7,0.06,4.3,2581,18.3,12240
2014,4,6,8,0.59,4.8,2754,19.4,12240
2014,4,6,9,1.38,6.6,2886,20.1,12240
2014,4,6,10,2.12,6.6,2998,20.7,12240
2014,4,6,11,2.81,5.9,3005,20.9,12240
2014,4,6,12,3.21,7.6,3012,20.9,12240
2014,4,6,13,3.01,6.9,2865,21.3,12240
2014,4,6,14,2.88,8.2,3032,20.7,12240
2014,4,6,15,2.65,7.6,3032,20.8,12240
2014,4,6,16,2.01,7.2,3025,20,12240
2014,4,6,17,1.46,7.6,3061,19.2,12240
2014,4,6,18,0.72,7.2,3115,18.9,12240
2014,4,6,19,0.12,6.1,3237,18.5,12240
2014,4,6,20,0,6.3,3153,18.3,12240
2014,4,6,21,0,3.6,3037,18.2,12240
2014,4,6,22,0,4.3,2922,18.2,12240
2014,4,6,23,0,3.7,2870,18,12240
2014,4,6,24,0,3.8,2699,17.7,12240
2014,4,7,1,0,2.8,2517,17.8,12240
2014,4,7,2,0,1.5,2433,17.9,12240
2014,4,7,3,0,1.7,2418,17.9,12240
2014,4,7,4,0,2.3,2414,17.9,12240
