year,month,day,hour,solar_radiation,wind_speed,demand,temperature,price
2014,1,1,1,0,3.4,2650,18.1,12240
2014,1,1,2,0,3.8,2527,17.8,12240
2014,1,1,3,0,3.6,2427,17.6,12240
2014,1,1,4,0,3.1,2352,17.2,12240
2014,1,1,5,0,3.6,2311,17,12240
2014,1,1,6,0,3.1,2313,16.9,12240
2014,1,1,7,0,3.2,2398,16.8,12240
2014,1,1,8,0.04,2.9,2530,16.4,12240
2014,1,1,9,0.51,3.5,2669,18.3,12240
2014,1,1,10,1.16,4.2,2658,19.3,12240
2014,1,1,11,1.76,5.2,2660,19.9,12240
2014,1,1,12,2.18,3.8,2707,20.2,12240
2014,1,1,13,2.36,4.4,2761,20,12240
2014,1,1,14,2.29,4.1,2750,20.2,12240
2014,1,1,15,1.72,4.1,2728,19.8,12240
2014,1,1,16,1.27,4.4,2774,19.5,12240
2014,1,1,17,0.69,4.6,2989,19.2,12240
2014,1,1,18,0.2,4.6,3256,18.6,12240
2014,1,1,19,0,4.2,3323,18.3,12240
2014,1,1,20,0,3.6,3324,17.9,12240
2014,1,1,21,0,2.7,3320,17.7,12240
2014,1,1,22,0,2.8,3279,17.5,12240
2014,1,1,23,0,2.2,3156,17.1,12240
2014,1,1,24,0,2.4,3030,16.9,12240
2014,1,2,1,0,1.5,2809,16.3,12240
2014,1,2,2,0,2.5,2649,16.9,12240
2014,1,2,3,0,2.4,2545,17.1,12240
2014,1,2,4,0,2.2,2470,16.7,12240
2014,1,2,5,0,1.4,2435,16.1,12240
2014,1,2,6,0,2,2476,16.3,12240
2014,1,2,7,0,2,2653,15.6,12240
2014,1,2,8,0.06,2.9,2863,16.4,12240
2014,1,2,9,0.54,3.4,3082,19,12240
2014,1,2,10,0.8,4.9,3217,19.9,12240
2014,1,2,11,1.21,4.2,3163,20,12240
2014,1,2,12,1.25,4.5,3038,21,12240
2014,1,2,13,2,5.7,2882,21.6,12240
2014,1,2,14,1.65,5.3,2666,21.6,12240
2014,1,2,15,1.95,6.6,2609,21.2,12240
2014,1,2,16,0.79,5.8,2678,21,12240
2014,1,2,17,0.6,5.9,2951,20.8,12240
2014,1,2,18,0.21,3.9,3289,20,12240
2014,1,2,19,0,2.9,3373,20.2,12240
2014,1,2,20,0,3.3,3397,19.8,12240
2014,1,2,21,0,3.5,3386,19.7,12240
2014,1,2,22,0,2.7,3330,19.6,12240
2014,1,2,23,0,3.3,3218,19.7,12240
2014,1,2,24,0,2.8,3096,19.6,12240
2014,1,3,1,0,1.8,2872,19.8,12240
2014,1,3,2,0,2,2696,20.1,12240
2014,1,3,3,0,2.6,2583,20.4,12240
2014,1,3,4,0,3.3,2501,20.8,12240
2014,1,3,5,0,3.6,2458,20.9,12240
2014,1,3,6,0,2.9,2497,21.2,12240
2014,1,3,7,0,3.4,2641,21.2,12240
2014,1,3,8,0.03,4.5,2858,21.6,12240
2014,1,3,9,0.4,5.4,3057,23.1,12240
2014,1,3,10,1.18,5.2,3069,23.9,12240
2014,1,3,11,1.04,7.2,2962,24.1,12240
2014,1,3,12,1.19,6,2842,24.2,12240
2014,1,3,13,1.06,5.6,2765,21.4,12240
2014,1,3,14,1.21,6,2684,22.4,12240
2014,1,3,15,0.55,6.2,2652,21.8,12240
2014,1,3,16,0.27,5.9,2700,20,12240
2014,1,3,17,0.15,2.4,2973,20,12240
2014,1,3,18,0.03,3.4,3339,19.5,12240
2014,1,3,19,0,3.1,3433,19.4,12240
2014,1,3,20,0,4.7,3445,18.6,12240
2014,1,3,21,0,5.9,3433,18.5,12240
2014,1,3,22,0,1.2,3365,19,12240
2014,1,3,23,0,4.3,3223,20.2,12240
2014,1,3,24,0,5.7,3081,19.7,12240
2014,1,4,1,0,2.9,2872,18.6,12240
2014,1,4,2,0,3,2713,19.2,12240
2014,1,4,3,0,2.8,2602,18.8,12240
2014,1,4,4,0,5.1,2520,19.1,12240
2014,1,4,5,0,4.6,2478,18.4,12240
2014,1,4,6,0,5.8,2528,18.3,12240
2014,1,4,7,0,3.8,2696,19.4,12240
2014,1,4,8,0.02,4.5,2929,19.3,12240
2014,1,4,9,0.17,3.5,3250,19.5,12240
2014,1,4,10,0.49,5.2,3392,19.9,12240
2014,1,4,11,0.96,4.4,3279,20.1,12240
2014,1,4,12,1.32,5.4,3098,20.4,12240
2014,1,4,13,1.28,5.8,2967,20.4,12240
2014,1,4,14,0.92,5.3,2882,19.9,12240
2014,1,4,15,0.92,5.9,2823,19.8,12240
2014,1,4,16,0.73,5.9,2860,19.4,12240
2014,1,4,17,0.37,5.1,3151,19.2,12240
2014,1,4,18,0.09,4.7,3553,18.9,12240
2014,1,4,19,0,4.4,3667,18.8,12240
2014,1,4,20,0,5.2,3685,18.8,12240
2014,1,4,21,0,5.2,3650,18.7,12240
2014,1,4,22,0,5.4,3531,18.6,12240
2014,1,4,23,0,5.5,3336,18.4,12240
2014,1,4,24,0,4.7,3141,18.2,12240
2014,1,5,1,0,4.7,2888,18,12240
2014,1,5,2,0,4.4,2722,17.8,12240
2014,1,5,3,0,4.1,2630,17.7,12240
2014,1,5,4,0,5.3,2574,17.8,12240
2014,1,5,5,0,5.4,2589,17.5,12240
2014,1,5,6,0,3.9,2787,17.3,12240
2014,1,5,7,0,5.9,3228,17.7,12240
2014,1,5,8,0.04,4.7,3569,17.4,12240
2014,1,5,9,0.51,4.8,3815,18.1,12240
2014,1,5,10,0.26,6.2,3864,17.5,12240
2014,1,5,11,1.11,7,3718,18.2,12240
2014,1,5,12,2.15,7.3,3614,18.4,12240
2014,1,5,13,2.34,6.2,3402,18.3,12240
2014,1,5,14,2.35,6,3451,18.1,12240
2014,1,5,15,1.96,6.4,3413,17.9,12240
2014,1,5,16,1.53,5.6,3426,17.6,12240
2014,1,5,17,0.86,5.5,3662,17.2,12240
2014,1,5,18,0.22,5,3920,16.4,12240
2014,1,5,19,0,5.5,3936,16.2,12240
2014,1,5,20,0,6.1,3879,16.3,12240
2014,1,5,21,0,5.3,3801,16.2,12240
2014,1,5,22,0,4.6,3671,16.1,12240
2014,1,5,23,0,3.7,3523,15.9,12240
2014,1,5,24,0,3,3280,15.5,12240
2014,1,6,1,0,3.8,2990,15.4,12240
2014,1,6,2,0,3,2816,15.2,12240
2014,1,6,3,0,3.7,2722,15.9,12240
2014,1,6,4,0,2.1,2656,14.8,12240
2014,1,6,5,0,3.9,2673,16.2,12240
2014,1,6,6,0,2.2,2829,14.9,12240
2014,1,6,7,0,2,3198,15.3,12240
2014,1,6,8,0.01,2.6,3515,16.2,12240
2014,1,6,9,0.27,2.8,3834,17.3,12240
2014,1,6,10,1.45,2.7,4008,18.6,12240
2014,1,6,11,1.87,4.6,3916,19.2,12240
2014,1,6,12,2.05,3.7,3762,18.7,12240
2014,1,6,13,2.43,4.3,3515,19.5,12240
2014,1,6,14,2.47,5.3,3713,19.7,12240
2014,1,6,15,2.14,6.4,3761,19.3,12240
2014,1,6,16,1.6,5.8,3775,19.4,12240
2014,1,6,17,0.94,4.1,3904,18.8,12240
2014,1,6,18,0.23,3.2,3991,18.2,12240
2014,1,6,19,0,2.7,3973,17.9,12240
2014,1,6,20,0,0.6,3874,17.2,12240
2014,1,6,21,0,2.3,3777,17.5,12240
2014,1,6,22,0,2.1,3666,17.3,12240
2014,1,6,23,0,2.3,3554,16.9,12240
2014,1,6,24,0,2.3,3334,16.9,12240
2014,1,7,1,0,1.9,3059,16.5,12240
2014,1,7,2,0,1.5,2911,16.6,12240
2014,1,7,3,0,2.8,2827,16.8,12240
2014,1,7,4,0,1.7,2791,16.6,12240
2014,1,7,5,0,1.2,2808,15.9,12240
2014,1,7,6,0,1.1,2989,17,12240
2014,1,7,7,0,1.8,3419,16.6,12240
2014,1,7,8,0.05,1.7,3722,16.7,12240
2014,1,7,9,0.52,1.8,3996,18.3,12240
2014,1,7,10,1.18,3.7,4149,20.1,12240
2014,1,7,11,1.81,3.4,4045,21,12240
2014,1,7,12,2.25,3.7,3933,21,12240
2014,1,7,13,2.13,3.9,3638,20.9,12240
2014,1,7,14,2.31,3.8,3748,20.9,12240
2014,1,7,15,2.05,3.6,3711,21.3,12240
2014,1,7,16,1.48,4.3,3703,21.2,12240
2014,1,7,17,0.88,3.8,3958,20.9,12240
2014,1,7,18,0.26,2.5,4230,20.3,12240
2014,1,7,19,0,2.2,4251,19.8,12240
2014,1,7,20,0,2.6,4180,18.9,12240
2014,1,7,21,0,3.9,4083,19.1,12240
2014,1,7,22,0,2.6,3939,18.7,12240
2014,1,7,23,0,2.9,3797,19.2,12240
2014,1,7,24,0,2,3562,18.5,12240
2014,1,8,1,0,2.5,3276,19.1,12240
2014,1,8,2,0,1.2,3093,18.6,12240
2014,1,8,3,0,1.9,2976,19.5,12240
2014,1,8,4,0,1.6,2905,18.9,12240
2014,1,8,5,0,2.4,2923,19,12240
2014,1,8,6,0,2.4,3109,18.8,12240
2014,1,8,7,0,2.1,3597,18.9,12240
2014,1,8,8,0.06,2.8,3882,19.4,12240
2014,1,8,9,0.58,1.5,4006,20.9,12240
2014,1,8,10,1.12,2.7,4022,22.2,12240
2014,1,8,11,1.4,3.8,3883,22.5,12240
2014,1,8,12,1.91,4.2,3783,23.1,12240
2014,1,8,13,2.38,4,3556,23.2,12240
2014,1,8,14,2.33,4.1,3673,23.8,12240
2014,1,8,15,1.9,4.2,3638,22.6,12240
2014,1,8,16,1.3,4.2,3669,23.1,12240
2014,1,8,17,0.61,3.9,3944,22.2,12240
2014,1,8,18,0.04,4.8,4251,19.7,12240
2014,1,8,19,0,9.3,4258,18.7,12240
2014,1,8,20,0,8.7,4189,18.5,12240
2014,1,8,21,0,7.9,4086,18.3,12240
2014,1,8,22,0,8.9,3933,18.1,12240
2014,1,8,23,0,8.3,3795,18.1,12240
2014,1,8,24,0,8.7,3572,18.3,12240
2014,1,9,1,0,8.4,3278,18.1,12240
2014,1,9,2,0,6.2,3090,18.1,12240
2014,1,9,3,0,8,2991,17.9,12240
2014,1,9,4,0,7.3,2930,17.7,12240
2014,1,9,5,0,7.4,2943,17.6,12240
2014,1,9,6,0,7,3133,17.5,12240
2014,1,9,7,0,5.9,3626,17.4,12240
2014,1,9,8,0.01,6.3,3896,17.2,12240
2014,1,9,9,0.02,6.6,4030,16.8,12240
2014,1,9,10,0.07,7.7,4040,16.8,12240
2014,1,9,11,0.25,6.4,3890,16.5,12240
2014,1,9,12,0.36,7.6,3789,16.4,12240
2014,1,9,13,0.25,6.8,3546,16.4,12240
2014,1,9,14,0.14,7.5,3646,16.1,12240
2014,1,9,15,0.13,7.3,3618,16.1,12240
2014,1,9,16,0.14,6.9,3645,16.2,12240
2014,1,9,17,0.05,6.5,3893,15.4,12240
2014,1,9,18,0.02,7.8,4185,15.1,12240
2014,1,9,19,0,8.6,4186,15.2,12240
2014,1,9,20,0,8.2,4080,15.1,12240
2014,1,9,21,0,7.7,3975,15.1,12240
2014,1,9,22,0,7.5,3833,14.9,12240
2014,1,9,23,0,7.4,3745,14.8,12240
2014,1,9,24,0,6.1,3558,14.8,12240
2014,1,10,1,0,6.2,3308,14.9,12240
2014,1,10,2,0,5.4,3139,14.9,12240
2014,1,10,3,0,5.3,3005,14.9,12240
2014,1,10,4,0,4.2,2918,15,12240
2014,1,10,5,0,4.9,2890,14.8,12240
2014,1,10,6,0,3.3,2966,14.8,12240
2014,1,10,7,0,5.9,3206,14.7,12240
2014,1,10,8,0,5.6,3462,15,12240
2014,1,10,9,0.04,5.4,3692,15.3,12240
2014,1,10,10,0.13,5,3718,15.4,12240
2014,1,10,11,0.47,5.5,3578,16.7,12240
2014,1,10,12,1.77,6,3468,16.8,12240
2014,1,10,13,0.61,4.7,3290,16.4,12240
2014,1,10,14,0.37,5.6,3308,16.1,12240
2014,1,10,15,0.22,4.9,3273,16.1,12240
2014,1,10,16,0.47,5.4,3288,16.5,12240
2014,1,10,17,0.2,5,3509,16.3,12240
2014,1,10,18,0.04,4.2,3847,16.2,12240
2014,1,10,19,0,5.6,3909,16.5,12240
2014,1,10,20,0,5.6,3869,16.5,12240
2014,1,10,21,0,4.7,3803,16.7,12240
2014,1,10,22,0,4.2,3666,16.7,12240
2014,1,10,23,0,3.5,3502,16.8,12240
2014,1,10,24,0,3.8,3336,17,12240
2014,1,11,1,0,3.7,3105,16.9,12240
2014,1,11,2,0,3.7,2961,16.9,12240
2014,1,11,3,0,2.6,2856,16.9,12240
2014,1,11,4,0,2.1,2784,16.8,12240
2014,1,11,5,0,1.7,2745,16.4,12240
2014,1,11,6,0,2.3,2796,15.8,12240
2014,1,11,7,0,2.6,2983,15.7,12240
2014,1,11,8,0.04,3.1,3171,15.7,12240
2014,1,11,9,0.41,3.4,3338,18.3,12240
2014,1,11,10,1.15,3.6,3313,19.5,12240
2014,1,11,11,1.9,4.7,3181,20.1,12240
2014,1,11,12,2.02,5.5,3055,20.2,12240
2014,1,11,13,2.06,4.8,2976,20.3,12240
2014,1,11,14,2.1,5.1,2944,20.3,12240
2014,1,11,15,1.91,4.6,2908,20.9,12240
2014,1,11,16,1.05,4.1,2958,20.1,12240
2014,1,11,17,0.61,3.6,3199,20.1,12240
2014,1,11,18,0.27,2.8,3602,19,12240
2014,1,11,19,0,2.8,3688,18.6,12240
2014,1,11,20,0,2.8,3670,18.7,12240
2014,1,11,21,0,3.8,3620,18,12240
2014,1,11,22,0,3,3495,18,12240
2014,1,11,23,0,2.7,3327,17.5,12240
2014,1,11,24,0,2.9,3165,17.6,12240
2014,1,12,1,0,2.7,2961,17.4,12240
2014,1,12,2,0,3.1,2833,17.5,12240
2014,1,12,3,0,2.6,2759,17,12240
2014,1,12,4,0,2.2,2700,17,12240
2014,1,12,5,0,2.9,2683,16.9,12240
2014,1,12,6,0,3.3,2772,17.3,12240
2014,1,12,7,0,3.3,3024,17.1,12240
2014,1,12,8,0.04,2.6,3284,16.9,12240
2014,1,12,9,0.5,2.1,3549,19.2,12240
2014,1,12,10,1.19,3.6,3629,21.2,12240
2014,1,12,11,1.67,3.7,3544,21.3,12240
2014,1,12,12,1.74,3.7,3463,21.3,12240
2014,1,12,13,2.08,3.5,3318,22.9,12240
2014,1,12,14,1.94,3.6,3336,22.8,12240
2014,1,12,15,2.26,3.9,3313,22.4,12240
2014,1,12,16,1.61,3.8,3364,21.9,12240
2014,1,12,17,0.95,3.6,3629,21.3,12240
2014,1,12,18,0.27,2.4,4029,20.4,12240
2014,1,12,19,0,1.3,4112,20.3,12240
2014,1,12,20,0,2.2,4076,20.1,12240
2014,1,12,21,0,2,4014,19.8,12240
2014,1,12,22,0,2,3869,19.6,12240
2014,1,12,23,0,2.6,3627,18.6,12240
2014,1,12,24,0,1,3406,18.4,12240
2014,1,13,1,0,1.3,3153,18.5,12240
2014,1,13,2,0,2.5,3000,19,12240
2014,1,13,3,0,6,2907,17.6,12240
2014,1,13,4,0,4.3,2854,16.6,12240
2014,1,13,5,0,5.6,2876,16.5,12240
2014,1,13,6,0,8.1,3102,16.7,12240
2014,1,13,7,0,8.6,3610,16.5,12240
2014,1,13,8,0.02,8.1,3915,16.8,12240
2014,1,13,9,0.18,7.7,4043,17,12240
2014,1,13,10,0.36,9.6,4047,17.5,12240
2014,1,13,11,0.87,8.6,3896,18.3,12240
2014,1,13,12,0.58,7.7,3784,17.9,12240
2014,1,13,13,0.43,8.2,3535,17.8,12240
2014,1,13,14,0.45,7.2,3628,17.7,12240
2014,1,13,15,0.39,7.4,3599,18.3,12240
2014,1,13,16,0.2,7.9,3608,17.6,12240
2014,1,13,17,0.25,9.1,3855,17.9,12240
2014,1,13,18,0.08,6.7,4178,18.1,12240
2014,1,13,19,0,7,4207,17.5,12240
2014,1,13,20,0,8.7,4126,16.8,12240
2014,1,13,21,0,9.3,4034,16.7,12240
2014,1,13,22,0,9.3,3882,16.5,12240
2014,1,13,23,0,8.8,3750,16.8,12240
2014,1,13,24,0,8.3,3528,16.9,12240
2014,1,14,1,0,8.7,3245,17.2,12240
2014,1,14,2,0,8.4,3072,16.4,12240
2014,1,14,3,0,8.4,2978,16.9,12240
2014,1,14,4,0,9.1,2923,17.8,12240
2014,1,14,5,0,7.1,2946,18,12240
2014,1,14,6,0,6.7,3164,17.9,12240
2014,1,14,7,0,7.9,3673,18.3,12240
2014,1,14,8,0.01,6.8,3955,18.3,12240
2014,1,14,9,0.08,8,4083,17.1,12240
2014,1,14,10,0.12,8,4089,16.9,12240
2014,1,14,11,0.18,7.3,3913,17.3,12240
2014,1,14,12,0.34,8.4,3792,18.1,12240
2014,1,14,13,0.35,8.7,3547,17.6,12240
2014,1,14,14,0.45,8.3,3719,16.9,12240
2014,1,14,15,0.28,9.3,3703,16.6,12240
2014,1,14,16,0.18,9,3739,16.6,12240
2014,1,14,17,0.12,8.3,3972,16.7,12240
2014,1,14,18,0.04,9.3,4164,16.2,12240
2014,1,14,19,0,8.7,4131,16.2,12240
2014,1,14,20,0,8.9,4009,16.1,12240
2014,1,14,21,0,8.1,3896,16.8,12240
2014,1,14,22,0,8.6,3740,17.2,12240
2014,1,14,23,0,7.4,3581,17.2,12240
2014,1,14,24,0,8.1,3327,17,12240
2014,1,15,1,0,6.9,3046,16.4,12240
2014,1,15,2,0,8.9,2893,17.1,12240
2014,1,15,3,0,8.5,2812,16.8,12240
2014,1,15,4,0,7,2772,16.6,12240
2014,1,15,5,0,8.4,2794,16.4,12240
2014,1,15,6,0,8.8,2977,16.5,12240
2014,1,15,7,0,9.4,3415,16.3,12240
2014,1,15,8,0.04,8.7,3695,16.4,12240
2014,1,15,9,0.41,9,3968,16.8,12240
2014,1,15,10,0.89,8.5,4156,17.3,12240
2014,1,15,11,1.65,9.5,4159,17.6,12240
2014,1,15,12,2.09,8.7,4180,17.8,12240
2014,1,15,13,1.45,9.1,4013,17.9,12240
2014,1,15,14,1.69,8.3,4216,17.5,12240
2014,1,15,15,1.7,8.8,4282,16.6,12240
2014,1,15,16,1.15,8,4319,16.8,12240
2014,1,15,17,0.73,7.4,4439,16.3,12240
2014,1,15,18,0.15,7.3,4518,16,12240
2014,1,15,19,0,8.4,4467,15.8,12240
2014,1,15,20,0,6.3,4319,15.7,12240
2014,1,15,21,0,6.3,4162,16.2,12240
2014,1,15,22,0,6.5,3947,16.4,12240
2014,1,15,23,0,5,3769,16.3,12240
2014,1,15,24,0,4.6,3500,16.1,12240
2014,1,16,1,0,5,3193,16.5,12240
2014,1,16,2,0,6.3,3016,16.3,12240
2014,1,16,3,0,5.6,2924,16.1,12240
2014,1,16,4,0,5.3,2872,16.3,12240
2014,1,16,5,0,6.2,2892,16,12240
2014,1,16,6,0,5.9,3096,15.7,12240
2014,1,16,7,0,5.7,3567,16.1,12240
2014,1,16,8,0.02,6.1,3790,16.4,12240
2014,1,16,9,0.14,6.7,3907,16.6,12240
2014,1,16,10,0.53,5.4,3925,16.9,12240
2014,1,16,11,0.71,5.4,3789,17.2,12240
2014,1,16,12,0.91,5.5,3684,17.3,12240
2014,1,16,13,0.72,5.8,3462,16.9,12240
2014,1,16,14,0.71,5.7,3581,17.4,12240
2014,1,16,15,0.94,5.8,3538,17.1,12240
2014,1,16,16,0.6,5.9,3571,17.4,12240
2014,1,16,17,0.43,6.1,3796,17.2,12240
2014,1,16,18,0.17,5.4,4018,17,12240
2014,1,16,19,0,5.3,4000,16.9,12240
2014,1,16,20,0,5.2,3878,17,12240
2014,1,16,21,0,4.3,3751,17.2,12240
2014,1,16,22,0,3.3,3619,17.1,12240
2014,1,16,23,0,3.5,3511,16.4,12240
2014,1,16,24,0,3.9,3326,17.1,12240
2014,1,17,1,0,4.2,3066,17.2,12240
2014,1,17,2,0,2.9,2919,17,12240
2014,1,17,3,0,2.5,2838,17,12240
2014,1,17,4,0,3.5,2786,17.2,12240
2014,1,17,5,0,4.2,2780,17.3,12240
2014,1,17,6,0,3.2,2857,17.3,12240
2014,1,17,7,0,2.7,3073,16.5,12240
2014,1,17,8,0.02,2.7,3260,16.9,12240
2014,1,17,9,0.12,2.2,3495,16.7,12240
2014,1,17,10,0.94,4,3548,19,12240
2014,1,17,11,1.97,4.5,3440,19.8,12240
2014,1,17,12,2.36,5.8,3372,19.8,12240
2014,1,17,13,2.72,5.1,3317,20.9,12240
2014,1,17,14,1.54,4.7,3413,19.3,12240
2014,1,17,15,1.91,5.9,3393,19.8,12240
2014,1,17,16,0.84,5.6,3407,18.7,12240
2014,1,17,17,0.46,5.2,3596,18.4,12240
2014,1,17,18,0.24,4.9,3937,18,12240
2014,1,17,19,0.01,4.8,4013,17.8,12240
2014,1,17,20,0,4.6,3961,17.8,12240
2014,1,17,21,0,5.1,3893,17.7,12240
2014,1,17,22,0,4.4,3771,17.4,12240
2014,1,17,23,0,4.5,3600,17.3,12240
2014,1,17,24,0,4.7,3448,17.1,12240
2014,1,18,1,0,3.8,3205,16.9,12240
2014,1,18,2,0,4.1,3058,16.5,12240
2014,1,18,3,0,4.7,2942,16.7,12240
2014,1,18,4,0,4.8,2843,16.9,12240
2014,1,18,5,0,4.6,2799,16.6,12240
2014,1,18,6,0,5.9,2839,16.3,12240
2014,1,18,7,0,6.4,3032,16.3,12240
2014,1,18,8,0.03,5.2,3231,16.1,12240
2014,1,18,9,0.31,5.3,3394,16.3,12240
2014,1,18,10,1.02,5.4,3404,17.6,12240
2014,1,18,11,1.47,5.9,3284,17.7,12240
2014,1,18,12,1.43,6.5,3169,17.2,12240
2014,1,18,13,1.06,7.3,3092,17.2,12240
2014,1,18,14,1.67,8.4,3025,17.5,12240
2014,1,18,15,2.01,7.5,2989,17,12240
2014,1,18,16,1.73,8.4,3025,17.3,12240
2014,1,18,17,0.51,8.1,3256,16.4,12240
2014,1,18,18,0.11,7.8,3736,15.7,12240
2014,1,18,19,0,9.2,3872,15.6,12240
2014,1,18,20,0,7.5,3879,15.8,12240
2014,1,18,21,0,7.4,3849,15.7,12240
2014,1,18,22,0,8.2,3715,15.4,12240
2014,1,18,23,0,10,3495,15.2,12240
2014,1,18,24,0,8.1,3292,15,12240
2014,1,19,1,0,6.2,3035,14.9,12240
2014,1,19,2,0,7.1,2899,14.8,12240
2014,1,19,3,0,8.5,2817,15.1,12240
2014,1,19,4,0,6.3,2766,15,12240
2014,1,19,5,0,7.3,2800,14.9,12240
2014,1,19,6,0,8.2,3041,15.3,12240
2014,1,19,7,0,6.3,3574,15.1,12240
2014,1,19,8,0.01,6.3,3911,15.5,12240
2014,1,19,9,0.09,6.8,4089,15.7,12240
2014,1,19,10,0.44,7.3,4101,16.2,12240
2014,1,19,11,1.16,6.6,3942,17.7,12240
2014,1,19,12,1.83,8.2,3826,17.9,12240
2014,1,19,13,2.5,6.1,3532,18.2,12240
2014,1,19,14,1.18,5.7,3606,17.4,12240
2014,1,19,15,1.27,6.5,3600,17.8,12240
2014,1,19,16,1.12,5.3,3613,18.4,12240
2014,1,19,17,1.04,5.3,3819,17.5,12240
2014,1,19,18,0.34,3.3,4127,17.5,12240
2014,1,19,19,0.01,3.2,4159,17.3,12240
2014,1,19,20,0,4.4,4071,17.3,12240
2014,1,19,21,0,5.7,3975,17.2,12240
2014,1,19,22,0,5,3842,16.8,12240
2014,1,19,23,0,1.1,3705,16,12240
2014,1,19,24,0,2,3483,16.2,12240
2014,1,20,1,0,2.4,3213,16.7,12240
2014,1,20,2,0,2.1,3051,16.7,12240
2014,1,20,3,0,4.5,2958,16.8,12240
2014,1,20,4,0,2.9,2913,16.6,12240
2014,1,20,5,0,2.4,2929,16.3,12240
2014,1,20,6,0,1.7,3132,16.3,12240
2014,1,20,7,0,1.9,3608,16.1,12240
2014,1,20,8,0.03,2,3861,16.6,12240
2014,1,20,9,0.16,2.6,3992,17.8,12240
2014,1,20,10,0.29,0.8,4002,18.3,12240
2014,1,20,11,0.56,2.6,3861,19.2,12240
2014,1,20,12,1.01,3,3754,19.7,12240
2014,1,20,13,0.93,2.4,3502,19.8,12240
2014,1,20,14,0.66,1.2,3616,19.7,12240
2014,1,20,15,0.59,0.9,3589,19.7,12240
2014,1,20,16,0.46,1,3618,19.8,12240
2014,1,20,17,0.38,1.4,3840,19.6,12240
2014,1,20,18,0.18,1.5,4184,18.9,12240
2014,1,20,19,0.01,2.1,4241,18.1,12240
2014,1,20,20,0,2.1,4149,18,12240
2014,1,20,21,0,1.2,4053,17,12240
2014,1,20,22,0,1.7,3922,17,12240
2014,1,20,23,0,1.6,3791,17.2,12240
2014,1,20,24,0,1.8,3565,17.5,12240
2014,1,21,1,0,4.6,3276,17.1,12240
2014,1,21,2,0,5.4,3108,15.8,12240
2014,1,21,3,0,9.5,3016,15.2,12240
2014,1,21,4,0,7.3,2942,14,12240
2014,1,21,5,0,7.5,2955,15,12240
2014,1,21,6,0,8.3,3150,15.1,12240
2014,1,21,7,0,8.7,3631,15,12240
2014,1,21,8,0,8.3,3988,14.5,12240
2014,1,21,9,0.04,9.1,4253,14.7,12240
2014,1,21,10,0.06,7.9,4442,14.9,12240
2014,1,21,11,0.1,8.1,4428,14.8,12240
2014,1,21,12,0.1,9.2,4407,14.4,12240
2014,1,21,13,0.14,8.4,4206,13.9,12240
2014,1,21,14,0.17,8.1,4337,13.7,12240
2014,1,21,15,0.13,8.6,4334,13.8,12240
2014,1,21,16,0.2,8.4,4360,13.8,12240
2014,1,21,17,0.09,7.7,4543,13.1,12240
2014,1,21,18,0.03,8.3,4652,13.7,12240
2014,1,21,19,0,7,4601,13.7,12240
2014,1,21,20,0,8.6,4479,13.8,12240
2014,1,21,21,0,7.1,4330,13.6,12240
2014,1,21,22,0,7.1,4140,13.6,12240
2014,1,21,23,0,7.6,3952,13.6,12240
2014,1,21,24,0,6.6,3665,13.5,12240
2014,1,22,1,0,7.1,3321,13.1,12240
2014,1,22,2,0,5.1,3131,13,12240
2014,1,22,3,0,7.4,3014,13.2,12240
2014,1,22,4,0,7.2,2933,13.2,12240
2014,1,22,5,0,8.4,2934,13.3,12240
2014,1,22,6,0,7.5,3111,13.2,12240
2014,1,22,7,0,7.3,3580,13.2,12240
2014,1,22,8,0.01,6.7,3921,13.3,12240
2014,1,22,9,0.13,6,4199,13.4,12240
2014,1,22,10,0.52,5.2,4400,14.1,12240
2014,1,22,11,0.92,6.3,4371,13.9,12240
2014,1,22,12,1.03,8.8,4356,14.1,12240
2014,1,22,13,1.74,6.7,4152,13.8,12240
2014,1,22,14,2.05,7.6,4309,14,12240
2014,1,22,15,1.42,4,4260,14,12240
2014,1,22,16,1.37,7,4231,15.6,12240
2014,1,22,17,0.95,6,4379,14.6,12240
2014,1,22,18,0.26,6.2,4484,14.3,12240
2014,1,22,19,0.01,5,4432,14.1,12240
2014,1,22,20,0,5.9,4287,14.5,12240
2014,1,22,21,0,5.4,4133,14.5,12240
2014,1,22,22,0,5.7,3966,14.7,12240
2014,1,22,23,0,4.5,3800,14.7,12240
2014,1,22,24,0,4.9,3545,14.2,12240
2014,1,23,1,0,4.6,3240,14.5,12240
2014,1,23,2,0,4.2,3063,14.8,12240
2014,1,23,3,0,3.8,2961,14.9,12240
2014,1,23,4,0,3.3,2888,15.1,12240
2014,1,23,5,0,3.9,2893,14.7,12240
2014,1,23,6,0,3.5,3064,14.9,12240
2014,1,23,7,0,1.5,3513,13.9,12240
2014,1,23,8,0.06,4.6,3788,15,12240
2014,1,23,9,0.49,4.9,3988,16.6,12240
2014,1,23,10,1.09,4.5,4014,15.4,12240
2014,1,23,11,1.77,4.9,3844,17.7,12240
2014,1,23,12,1.73,5.1,3669,17.6,12240
2014,1,23,13,2.01,4.4,3408,18.7,12240
2014,1,23,14,1.4,4.6,3550,15.9,12240
2014,1,23,15,1.15,3.9,3527,17.3,12240
2014,1,23,16,1.25,4.7,3609,17.9,12240
2014,1,23,17,0.69,3.3,3816,17.2,12240
2014,1,23,18,0.43,4.6,4135,17.2,12240
